Address,Raw Amount,Formatted Amount (18 decimals)
0x4F6B6ea25d66160520774a19BDC557144AaA0018,969232222346324000000,969.232222346323965212
0x1c7Daf820B498507963A931cF120DDD507109d42,842789422600561200000,842.789422600561238141
0x7cf518f9be85f353eb03eF807f2f70a819dD2d2A,718737581629495700000,718.737581629495707602
0xaC0A18006825262a8bDcf9106CF364D62fDA183D,591137733832585200000,591.137733832585240634
0x4B449e5a9a359fe6F19bE4C0F42145cc3faB9F2F,484765077916282450000,484.765077916282450587
0x559F79DaC5d88E213deC2894E39FadffD4893F0F,443877937642696200000,443.877937642696224430
0xC8Db440A9B03cDB005410747f569357Df8e778b9,295134489717608840000,295.134489717608857973
0xB6605F98A5562b1AC821Bc5f2B75934239e8c6D6,289367188317169160000,289.367188317169166112
0x9F2092505D7Aa2343415e284adB4C44464fba632,286146630636562840000,286.146630636562861127
0x513bbD56C6DA50892f98A85b92bc8bA79b5374f2,270068392801712180000,270.068392801712150231
0x93F66Fa7F2B7b3B5e59cBaedf16eef650E50B7b5,248699751927626330000,248.699751927626323322
0xbE06BE9B81dF0AFd2Df8bB697f5B34e00f1714Bd,239973989517682400000,239.973989517682412043
0x3c607d445Ed30F333BA0E866e9d5CCeae82D471f,234096769196802640000,234.096769196802625856
0x1E81Fa907DFb946990ec1f04e23B8cC638198E26,232314022756539240000,232.314022756539230841
0xBEFE9091541d2FD2Bb2B931536Fbee0383C4c4E0,222172669218558600000,222.172669218558610282
0x50F617990b328dE3cCE1e2921dB91Ac294F4eB1A,202165990024356360000,202.165990024356375443
0xc5dfC358838e2486e759115c1674F5aBcf930095,197644178010108000000,197.644178010107992804
0x10f920ffAD95F53168aF567ECD635a6DD03A8B43,192555101780691060000,192.555101780691046542
0xBc4811f78DCb2AC60c026e871f697d87Fc36022b,188850589007066500000,188.850589007066503200
0x5Fa70e82E5Dd4cce2f837175361BBd5B7E9E28A8,176582275285685800000,176.582275285685796007
0x775712E9d159672bE99A1b39a49e2EBd5AC35Ec4,155926118184167570000,155.926118184167563641
0x6366c1aF8375E57D867A2B28F93f3c5C5Ff00F47,152930733622066120000,152.930733622066128419
0x0Cf776d57e0223f47eD3A101927BB78D41Ad8A13,141860256839209420000,141.860256839209426971
0xDBE4De27969ccC2ED1d32DCd0279127B0e8Bc29d,139630603643384820000,139.630603643384830548
0xEb52e2fD65d38C220eA411Fee392Aa4a22a95F0C,130573125360586100000,130.573125360586089982
0x9177D8a062ccC012c8d4e6e55B2193795CbC2a06,127941253490145250000,127.941253490145243177
0x240A2890f8BFc977BE19491c8CFf491bF167c94e,125656147309794920000,125.656147309794917533
0x157B45E3d1B1db77280cD47ade47035b60b53cab,125200784763691380000,125.200784763691387980
0xE209EBC612F7200ea460fB76CfdF12d9a501319d,123974402509025720000,123.974402509025722452
0xB8497731D0373E0661370AC30C94a0Fb9f91CF2B,123401726820551260000,123.401726820551260744
0x050f7CBE91f4bA3af844ac807C86ae0f38A28974,122911346734156730000,122.911346734156722960
0x9637115ed9bB726A688c0a7C1A32Bc28368Cff11,114969247710704660000,114.969247710704664200
0x25A617EE17745D00486fc9cF495be7f86be1d1f2,114930418956403380000,114.930418956403372022
0x794C0922A6d97BD042973E2F0715DaDa8381b810,114482075809872350000,114.482075809872341665
0xc7B61d02dBb092aEAC36D6234678E57736Ed284B,113371692030329260000,113.371692030329256795
0x598EA3F1C1bFa54F4034Ad5b9c4Af18Baf1287bB,111221805316045180000,111.221805316045177392
0x31c5640258BbDa28c421f9d102e0966BD581C39c,110949519976075120000,110.949519976075123395
0x142dCEE2Edc81823d21FF0B08bD26d6956Ca1caE,104143439000020090000,104.143439000020094909
0x02585C437ff309443b182AB455939150814dDb62,102718526834152110000,102.718526834152115157
0xdb1A96350B9dA5F0f5Da145F09e70F19c9Ee4ccF,101643433842282100000,101.643433842282107094
0x026ec261210164D89c8a10C9Dff1Ce63fbe950Cc,101131608953606370000,101.131608953606374257
0x410Ef4DF49583dAeec7A3CB09f85C2A9Ee658AFd,93377633636350100000,93.377633636350097390
0xcB36fd9bF9E6bE4BB1af8E47dbF1f0E120f08435,91237247808841350000,91.237247808841345886
0x6e0BA269d7858A2dB0aCe0f435A4299d6c5BD529,87958791046632830000,87.958791046632839539
0x341ac871f21927514323DBd4D8d0C7b43b006FB0,86800677053753490000,86.800677053753489076
0xcc6b7c7a8f8Cf83e45e081a9f3EC82727eB6c4ea,84471464279538380000,84.471464279538380993
0xB690e04459e5C5A8CE8587C5befabbc9F3d91790,83392601334696300000,83.392601334696294657
0x2be7CbB3d5E252AB14c5A02482Ca276CEB3D50F5,78439511745895100000,78.439511745895103445
0xe4b95129db029901dc3608CfeaA4e7aE12490a10,76343933743424390000,76.343933743424386762
0xC0025aa2791FA3FE79f1EE20C9B9c574040401Bd,75926825528929440000,75.926825528929441589
0xe218a732217D9ecfd1218f0F426d54d55D85B6E7,73376319609687550000,73.376319609687541856
0x4af3d9db7B9AB02bB787eE42Eb1a7cD01f56eA0D,71265615394869270000,71.265615394869271881
0xa0800A288D3D589f4c62b70543bf8275084990E5,71193666201780584000,71.193666201780587244
0x7BFEe91193d9Df2Ac0bFe90191D40F23c773C060,70814245377446035000,70.814245377446042085
0xBC1A60d11B714dC87339441a424f4Be18AE99E3a,70676396999966120000,70.676396999966115686
0x44017CdB2FE9FBf808037a6e798ff6E7b074D4b1,70131760716898280000,70.131760716898284613
0xfC8Af6A0d408160a69e24FE484b9A9D849238086,69446864341314280000,69.446864341314281432
0x8A93d3871ec740a365D67802523F2e3c5dB37b98,67944639266182390000,67.944639266182392134
0x1717460D9561c424313FAb49B63b269872D148C5,67276003316355930000,67.276003316355925676
0xe5876d9dF5d32E0F05d22a31Aee29a013C08F200,67255356529163290000,67.255356529163293544
0x97C361f90eE3662e5cd45Ef9a147E26189E49200,67011137161560965000,67.011137161560967002
0x4641fFc70f67b2d4d20B3cabd4b2a663c28C4016,67011137161560965000,67.011137161560967002
0xB348670d92264b7527bC05fe7E6ff464b703D793,66878704084169744000,66.878704084169740440
0x6A42A48AB9E4E4263743Ca9574F658D387Dbd428,66746271006778520000,66.746271006778528090
0x3Ea91e106F6399299D4C61D6C89cC8df46FF3022,66613837929387300000,66.613837929387301529
0xB1b50e99C87AFe16dF5c34F16D22e10d544053c0,66481404851983560000,66.481404851983555204
0x1246c4B36992a4a651D6AbA2a1AD66c5AB984D9D,66348971774592336000,66.348971774592342854
0xabd5cd05B7eE693B27F8c732170A732eCe4D8608,66323783296533350000,66.323783296533349585
0x3Df8847B1E0f0551506240008318d8FAD8DDFAF0,64457376877647460000,64.457376877647462265
0xF203840d1D187d2a6fE4e9E2F62A5181a0e07061,64113550341015630000,64.113550341015638878
0xFd8383Bb8cd3fEBf88e2adAB0e3592ce211D7972,64109232865556190000,64.109232865556194270
0xe8E157f12B68C0855dd8302fD1D409eFeeddFd79,63995699907876990000,63.995699907876989698
0x9DFA1351aC73a2e195834149D410F00825bDac93,63206159930710204000,63.206159930710207107
0x2B99ea382f59FaE0822FcFc06ee1D51CC87F8411,62670394708427920000,62.670394708427920705
0xB310267DBd2D832E171d1df1684989Fb445c27E1,61528340092858510000,61.528340092858506694
0x650C000C14bd2Ba7dD2F52184916ac8a33a6b2d9,61508100538595460000,61.508100538595456896
0x6179a8EB093ABD0907120Fd0DC790a1c1378f555,61269194985935364000,61.269194985935364173
0x72Ab018869CB603eD9829687e253E8b195D465D8,61167797489901320000,61.167797489901325036
